"","Availability","region","year","policy","agg.land","value","title","percent_change","diff_percent_diff_from_currchange","diff_percent_change"
"7303","CURRENT","Africa_Northern",2060,"NZ","c) Forests (Harvested)",31.0217897,"Land Use by Type",7.14202633926119,NA,NA
"7304","UNIFORM30","Africa_Northern",2060,"NZ","c) Forests (Harvested)",30.9851005,"Land Use by Type",7.01531039956908,-1.77422952076679,-0.126715939692112
"7305","BIODIV","Africa_Southern",2060,"NZ","c) Forests (Harvested)",234.015278,"Land Use by Type",-8.87049601046865,11.6927894567987,-0.928626124678354
"7306","BIODIV30","Africa_Southern",2060,"NZ","c) Forests (Harvested)",234.376902,"Land Use by Type",-8.72967351361137,9.91962395695534,-0.787803627821074
"7307","CURRENT","Africa_Southern",2060,"NZ","c) Forests (Harvested)",236.399936,"Land Use by Type",-7.94186988579029,NA,NA
"7308","UNIFORM30","Africa_Southern",2060,"NZ","c) Forests (Harvested)",233.461385,"Land Use by Type",-9.08619130517191,14.4087152753415,-1.14432141938161
"7309","BIODIV","Africa_Western",2060,"NZ","c) Forests (Harvested)",418.874346,"Land Use by Type",-3.58685427958718,62.364400821357,-1.37771590846502
"7310","BIODIV30","Africa_Western",2060,"NZ","c) Forests (Harvested)",419.102568,"Land Use by Type",-3.53432396553781,59.9865364586693,-1.32518559441565
"7311","CURRENT","Africa_Western",2060,"NZ","c) Forests (Harvested)",424.859939,"Land Use by Type",-2.20913837112216,NA,NA
"7312","UNIFORM30","Africa_Western",2060,"NZ","c) Forests (Harvested)",417.364257,"Land Use by Type",-3.93443448400436,78.0981461114096,-1.7252961128822
"7313","BIODIV","Argentina",2060,"NZ","c) Forests (Harvested)",45.6964501,"Land Use by Type",18.263219807066,-0.339259642744816,-0.0621706542105187
"7314","BIODIV30","Argentina",2060,"NZ","c) Forests (Harvested)",45.6781874,"Land Use by Type",18.2159556169671,-0.597176057670651,-0.109434844309405
"7315","CURRENT","Argentina",2060,"NZ","c) Forests (Harvested)",45.7204726,"Land Use by Type",18.3253904612765,NA,NA
"7316","UNIFORM30","Argentina",2060,"NZ","c) Forests (Harvested)",45.3370611,"Land Use by Type",17.3331147286577,-5.41475901818084,-0.992275732618825
"7317","BIODIV","Australia_NZ",2060,"NZ","c) Forests (Harvested)",154.320754,"Land Use by Type",57.9105778010063,4.3377020269602,2.40755571408841
"7318","BIODIV30","Australia_NZ",2060,"NZ","c) Forests (Harvested)",153.910481,"Land Use by Type",57.4907609921398,3.58131653103341,1.98773890522192
"7319","CURRENT","Australia_NZ",2060,"NZ","c) Forests (Harvested)",151.9679299,"Land Use by Type",55.5030220869179,NA,NA
"7320","UNIFORM30","Australia_NZ",2060,"NZ","c) Forests (Harvested)",154.253678,"Land Use by Type",57.841941472826,4.21403970083888,2.33891938590809
"7321","BIODIV","Brazil",2060,"NZ","c) Forests (Harvested)",215.000265,"Land Use by Type",-34.1595486234105,1.15976982244891,-0.391630128374572
"7322","BIODIV30","Brazil",2060,"NZ","c) Forests (Harvested)",213.6646483,"Land Use by Type",-34.5685602420432,2.37101302860873,-0.800641747007276
"7323","CURRENT","Brazil",2060,"NZ","c) Forests (Harvested)",216.2791229,"Land Use by Type",-33.7679184950359,NA,NA
"7324","UNIFORM30","Brazil",2060,"NZ","c) Forests (Harvested)",212.260486,"Land Use by Type",-34.9985628731468,3.64441882401451,-1.23064437811097
"7325","BIODIV","Canada",2060,"NZ","c) Forests (Harvested)",480.3082398,"Land Use by Type",-3.05992186370176,-42.1685276292671,2.23117956993615
"7326","BIODIV30","Canada",2060,"NZ","c) Forests (Harvested)",463.1561911,"Land Use by Type",-6.5217007868948,23.2579051581476,-1.23059935325689
"7327","CURRENT","Canada",2060,"NZ","c) Forests (Harvested)",469.253432,"Land Use by Type",-5.29110143363791,NA,NA
"7328","UNIFORM30","Canada",2060,"NZ","c) Forests (Harvested)",462.6995079,"Land Use by Type",-6.61387264950946,24.9999217074558,-1.32277121587155
"7329","BIODIV","Central America and Caribbean",2060,"NZ","c) Forests (Harvested)",119.677556,"Land Use by Type",4.88215546345266,-47.9542180425981,-4.49834624069807
"7330","BIODIV30","Central America and Caribbean",2060,"NZ","c) Forests (Harvested)",121.311558,"Land Use by Type",6.3141503797893,-32.6885642268432,-3.06635132436143
"7331","CURRENT","Central America and Caribbean",2060,"NZ","c) Forests (Harvested)",124.81047,"Land Use by Type",9.38050170415073,NA,NA
"7332","UNIFORM30","Central America and Caribbean",2060,"NZ","c) Forests (Harvested)",121.60598,"Land Use by Type",6.57217381382284,-29.9379284701292,-2.8083278903279
"7333","BIODIV","Central Asia",2060,"NZ","c) Forests (Harvested)",28.57367167,"Land Use by Type",63.9193114502538,-3.27938141073947,-2.16722974702422
"7334","BIODIV30","Central Asia",2060,"NZ","c) Forests (Harvested)",28.54388789,"Land Use by Type",63.7484500794657,-3.53792326766321,-2.33809111781233
"7335","CURRENT","Central Asia",2060,"NZ","c) Forests (Harvested)",28.95145334,"Land Use by Type",66.086541197278,NA,NA
"7336","UNIFORM30","Central Asia",2060,"NZ","c) Forests (Harvested)",27.89812203,"Land Use by Type",60.0438685908914,-9.14357522259841,-6.0426726063866
"7337","BIODIV","China",2060,"NZ","c) Forests (Harvested)",1348.780267,"Land Use by Type",-3.88416368663783,105.772063348245,-1.9965587205233
"7338","BIODIV30","China",2060,"NZ","c) Forests (Harvested)",1350.562079,"Land Use by Type",-3.75718944574528,99.0453253298602,-1.86958447963074
"7339","CURRENT","China",2060,"NZ","c) Forests (Harvested)",1376.7977,"Land Use by Type",-1.88760496611453,NA,NA
"7340","UNIFORM30","China",2060,"NZ","c) Forests (Harvested)",1313.399802,"Land Use by Type",-6.40542164527807,239.341215999397,-4.51781667916354
"7341","BIODIV","Colombia",2060,"NZ","c) Forests (Harvested)",18.96308,"Land Use by Type",25.6623287292241,-4.86534623061565,-1.31241466074196
"7342","BIODIV30","Colombia",2060,"NZ","c) Forests (Harvested)",19.17348,"Land Use by Type",27.0565829307899,0.303393213572802,0.0818395408238324
"7343","CURRENT","Colombia",2060,"NZ","c) Forests (Harvested)",19.16113,"Land Use by Type",26.9747433899661,NA,NA
"7344","UNIFORM30","Colombia",2060,"NZ","c) Forests (Harvested)",18.8792,"Land Use by Type",25.1064825199687,-6.92596345769996,-1.86826086999739
"7345","BIODIV","EU-12",2060,"NZ","c) Forests (Harvested)",334.1553447,"Land Use by Type",1.98508676594913,-77.9640484654443,-7.02331372375164
"7346","BIODIV30","EU-12",2060,"NZ","c) Forests (Harvested)",334.6300771,"Land Use by Type",2.1299763383367,-76.3556655726852,-6.87842415136406
"7347","CURRENT","EU-12",2060,"NZ","c) Forests (Harvested)",357.1673153,"Land Use by Type",9.00840048970076,NA,NA
"7348","UNIFORM30","EU-12",2060,"NZ","c) Forests (Harvested)",337.9281031,"Land Use by Type",3.13654251511992,-65.1820262797384,-5.87185797458085
"7349","BIODIV","EU-15",2060,"NZ","c) Forests (Harvested)",865.97404,"Land Use by Type",-8.47541867224861,216.258142933878,-5.7955133918269
"7350","BIODIV30","EU-15",2060,"NZ","c) Forests (Harvested)",868.732,"Land Use by Type",-8.18393056445419,205.38133658091,-5.50402528403249
"7351","CURRENT","EU-15",2060,"NZ","c) Forests (Harvested)",920.80919,"Land Use by Type",-2.67990528042171,NA,NA
"7352","UNIFORM30","EU-15",2060,"NZ","c) Forests (Harvested)",874.51311,"Land Use by Type",-7.5729264835932,182.581871042903,-4.8930212031715
"7353","BIODIV","Europe_Eastern",2060,"NZ","c) Forests (Harvested)",149.4485735,"Land Use by Type",63.5601695589577,-2.08613809873994,-1.35420346725805
"7354","BIODIV30","Europe_Eastern",2060,"NZ","c) Forests (Harvested)",149.5504536,"Land Use by Type",63.6716696291185,-1.91437325689857,-1.24270339709725
"7355","CURRENT","Europe_Eastern",2060,"NZ","c) Forests (Harvested)",150.6859394,"Land Use by Type",64.9143730262158,NA,NA
"7356","UNIFORM30","Europe_Eastern",2060,"NZ","c) Forests (Harvested)",147.336559,"Land Use by Type",61.2487292979975,-5.64689075366706,-3.66564372821832
"7357","BIODIV","Europe_Non_EU",2060,"NZ","c) Forests (Harvested)",169.8382,"Land Use by Type",24.9429956254039,-13.643944291033,-3.94090304345794
"7358","BIODIV30","Europe_Non_EU",2060,"NZ","c) Forests (Harvested)",170.03401,"Land Use by Type",25.0870450087194,-13.1452256624749,-3.79685366014247
"7359","CURRENT","Europe_Non_EU",2060,"NZ","c) Forests (Harvested)",175.19517,"Land Use by Type",28.8838986688619,NA,NA
"7360","UNIFORM30","Europe_Non_EU",2060,"NZ","c) Forests (Harvested)",167.06134,"Land Use by Type",22.9001736523004,-20.7164728181665,-5.98372501656151
"7361","BIODIV","European Free Trade Association",2060,"NZ","c) Forests (Harvested)",63.102267,"Land Use by Type",30.1562691401866,-28.8363179126603,-12.2196566911603
"7362","BIODIV30","European Free Trade Association",2060,"NZ","c) Forests (Harvested)",63.4074,"Land Use by Type",30.7856438799492,-27.3511002391457,-11.5902819513978
"7363","CURRENT","European Free Trade Association",2060,"NZ","c) Forests (Harvested)",69.026592,"Land Use by Type",42.375925831347,NA,NA
"7364","UNIFORM30","European Free Trade Association",2060,"NZ","c) Forests (Harvested)",61.29491,"Land Use by Type",26.4283706777685,-37.6335262078959,-15.9475551535785
"7365","BIODIV","India",2060,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"7366","BIODIV30","India",2060,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"7367","CURRENT","India",2060,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"7368","UNIFORM30","India",2060,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"7369","BIODIV","Indonesia",2060,"NZ","c) Forests (Harvested)",139.757982,"Land Use by Type",-1.30403502909917,-198.687373539257,-2.6254148392331
"7370","BIODIV30","Indonesia",2060,"NZ","c) Forests (Harvested)",140.264148,"Land Use by Type",-0.946584663184033,-171.636077373401,-2.26796447331795
"7371","CURRENT","Indonesia",2060,"NZ","c) Forests (Harvested)",143.475689,"Land Use by Type",1.32137981013392,NA,NA
"7372","UNIFORM30","Indonesia",2060,"NZ","c) Forests (Harvested)",139.540335,"Land Use by Type",-1.45773559332184,-210.319196807927,-2.77911540345576
"7373","BIODIV","Japan",2060,"NZ","c) Forests (Harvested)",75.1213018,"Land Use by Type",31.3656729835375,-34.8439897754697,-16.7736665423943
"7374","BIODIV30","Japan",2060,"NZ","c) Forests (Harvested)",75.2862953,"Land Use by Type",31.6541994287144,-34.2446328918519,-16.4851400972175
"7375","CURRENT","Japan",2060,"NZ","c) Forests (Harvested)",84.7133028,"Land Use by Type",48.1393395259319,NA,NA
"7376","UNIFORM30","Japan",2060,"NZ","c) Forests (Harvested)",81.2290022,"Land Use by Type",42.046294248115,-12.6571019416139,-6.09304527781683
"7377","BIODIV","Mexico",2060,"NZ","c) Forests (Harvested)",204.774232,"Land Use by Type",38.3352263729715,-20.298435444203,-9.76323516492467
"7378","BIODIV30","Mexico",2060,"NZ","c) Forests (Harvested)",208.034344,"Land Use by Type",40.5375949381787,-15.7195601646435,-7.5608665997175
"7379","CURRENT","Mexico",2060,"NZ","c) Forests (Harvested)",219.2265088,"Land Use by Type",48.0984615378962,NA,NA
"7380","UNIFORM30","Mexico",2060,"NZ","c) Forests (Harvested)",205.2656848,"Land Use by Type",38.6672272974805,-19.6081827544211,-9.43123424041563
"7381","BIODIV","Middle East",2060,"NZ","c) Forests (Harvested)",19.22486,"Land Use by Type",96.9441422392686,-1.92669021959356,-1.90450726214402
"7382","BIODIV30","Middle East",2060,"NZ","c) Forests (Harvested)",19.227,"Land Use by Type",96.9660649198183,-1.90451219221509,-1.88258458159436
"7383","CURRENT","Middle East",2060,"NZ","c) Forests (Harvested)",19.41077,"Land Use by Type",98.8486495014127,NA,NA
"7384","UNIFORM30","Middle East",2060,"NZ","c) Forests (Harvested)",18.56872,"Land Use by Type",90.2224844748493,-8.72663923085772,-8.62616502656333
"7385","BIODIV","Pakistan",2060,"NZ","c) Forests (Harvested)",33.823,"Land Use by Type",55.8433779350511,-0.428035064369596,-0.240056765822565
"7386","BIODIV30","Pakistan",2060,"NZ","c) Forests (Harvested)",33.8172,"Land Use by Type",55.8166537653434,-0.475685800902107,-0.266780935530264
"7387","CURRENT","Pakistan",2060,"NZ","c) Forests (Harvested)",33.8751,"Land Use by Type",56.0834347008736,NA,NA
"7388","UNIFORM30","Pakistan",2060,"NZ","c) Forests (Harvested)",33.0197,"Land Use by Type",52.1420804305356,-7.02766207412156,-3.94135427033804
"7389","BIODIV","Russia",2060,"NZ","c) Forests (Harvested)",591.501158,"Land Use by Type",-14.2932334940106,27.3702449620409,-3.07143400836912
"7390","BIODIV30","Russia",2060,"NZ","c) Forests (Harvested)",591.96886539,"Land Use by Type",-14.2254640779652,26.7663363274931,-3.00366459232369
"7391","CURRENT","Russia",2060,"NZ","c) Forests (Harvested)",612.6985132,"Land Use by Type",-11.2217994856415,NA,NA
"7392","UNIFORM30","Russia",2060,"NZ","c) Forests (Harvested)",600.47779598,"Land Use by Type",-12.9925452283071,15.7795168674265,-1.77074574266558
"7393","BIODIV","South Africa",2060,"NZ","c) Forests (Harvested)",23.415427,"Land Use by Type",10.3985212572802,-13.4721168939338,-1.61901677093395
"7394","BIODIV30","South Africa",2060,"NZ","c) Forests (Harvested)",23.406421,"Land Use by Type",10.3560599738519,-13.8254445333277,-1.66147805436231
"7395","CURRENT","South Africa",2060,"NZ","c) Forests (Harvested)",23.758819,"Land Use by Type",12.0175380282142,NA,NA
"7396","UNIFORM30","South Africa",2060,"NZ","c) Forests (Harvested)",23.471273,"Land Use by Type",10.6618227045754,-11.281140283941,-1.3557153236388
"7397","BIODIV","South America_Northern",2060,"NZ","c) Forests (Harvested)",14.34590357,"Land Use by Type",57.2105589720913,-4.53484897255139,-2.71765394786924
"7398","BIODIV30","South America_Northern",2060,"NZ","c) Forests (Harvested)",14.57533177,"Land Use by Type",59.7247634897758,-0.339488565187872,-0.203449430184712
"7399","CURRENT","South America_Northern",2060,"NZ","c) Forests (Harvested)",14.5938971,"Land Use by Type",59.9282129199605,NA,NA
"7400","UNIFORM30","South America_Northern",2060,"NZ","c) Forests (Harvested)",15.195282,"Land Use by Type",66.5185302063589,10.9970195426991,6.59031728639837
"7401","BIODIV","South America_Southern",2060,"NZ","c) Forests (Harvested)",165.1040726,"Land Use by Type",20.4128206285403,0.78706763658463,0.159408055665068
"7402","BIODIV30","South America_Southern",2060,"NZ","c) Forests (Harvested)",164.8238884,"Land Use by Type",20.2084781838855,-0.221860828776789,-0.0449343889897591
"7403","CURRENT","South America_Southern",2060,"NZ","c) Forests (Harvested)",164.8855002,"Land Use by Type",20.2534125728752,NA,NA
"7404","UNIFORM30","South America_Southern",2060,"NZ","c) Forests (Harvested)",165.1777494,"Land Use by Type",20.466554198907,1.05237389138684,0.213141626031799
"7405","BIODIV","South Asia",2060,"NZ","c) Forests (Harvested)",138.664163,"Land Use by Type",12.3200792220783,-13.8093992743634,-1.97391469182396
"7406","BIODIV30","South Asia",2060,"NZ","c) Forests (Harvested)",138.782522,"Land Use by Type",12.4159518107055,-13.1386798854735,-1.87804210319667
"7407","CURRENT","South Asia",2060,"NZ","c) Forests (Harvested)",141.101049,"Land Use by Type",14.2939939139022,NA,NA
"7408","UNIFORM30","South Asia",2060,"NZ","c) Forests (Harvested)",137.820741,"Land Use by Type",11.6368945851246,-18.5889216462684,-2.65709932877766
"7409","BIODIV","South Korea",2060,"NZ","c) Forests (Harvested)",19.314,"Land Use by Type",18.279635742325,-6.99507696142579,-1.37484613358972
"7410","BIODIV30","South Korea",2060,"NZ","c) Forests (Harvested)",19.3113,"Land Use by Type",18.2631008445046,-7.07920483579485,-1.39138103141018
"7411","CURRENT","South Korea",2060,"NZ","c) Forests (Harvested)",19.5385,"Land Use by Type",19.6544818759148,NA,NA
"7412","UNIFORM30","South Korea",2060,"NZ","c) Forests (Harvested)",18.9385,"Land Use by Type",15.9800601380358,-18.6950831931202,-3.67442173787899
"7413","BIODIV","Southeast Asia",2060,"NZ","c) Forests (Harvested)",358.119630448,"Land Use by Type",9.66259127464075,-15.6097298284053,-1.7872965560219
"7414","BIODIV30","Southeast Asia",2060,"NZ","c) Forests (Harvested)",358.333403003,"Land Use by Type",9.72805222771772,-15.0380128470243,-1.72183560294493
"7415","CURRENT","Southeast Asia",2060,"NZ","c) Forests (Harvested)",363.956315271,"Land Use by Type",11.4498878306626,NA,NA
"7416","UNIFORM30","Southeast Asia",2060,"NZ","c) Forests (Harvested)",354.261408467,"Land Use by Type",8.48113517959244,-25.9282247562279,-2.96875265107021
"7417","BIODIV","Taiwan",2060,"NZ","c) Forests (Harvested)",4.8641422,"Land Use by Type",-15.1416456233899,-12.3890192106287,2.14117153829953
"7418","BIODIV30","Taiwan",2060,"NZ","c) Forests (Harvested)",4.8595197,"Land Use by Type",-15.2222883609944,-11.9224127722795,2.06052880069497
"7419","CURRENT","Taiwan",2060,"NZ","c) Forests (Harvested)",4.7414087,"Land Use by Type",-17.2828171616894,NA,NA
"7420","UNIFORM30","Taiwan",2060,"NZ","c) Forests (Harvested)",4.8580099,"Land Use by Type",-15.2486278753774,-11.7700098732812,2.03418928631198
"7421","BIODIV","USA",2060,"NZ","c) Forests (Harvested)",1379.0222104,"Land Use by Type",36.6991255157873,-6.7083409075346,-2.63893093298183
"7422","BIODIV30","USA",2060,"NZ","c) Forests (Harvested)",1388.3529373,"Land Use by Type",37.6240578323499,-4.35710040390876,-1.71399861641918
"7423","CURRENT","USA",2060,"NZ","c) Forests (Harvested)",1405.6437733,"Land Use by Type",39.3380564487691,NA,NA
"7424","UNIFORM30","USA",2060,"NZ","c) Forests (Harvested)",1347.4623485,"Land Use by Type",33.5706729857315,-14.6610788221035,-5.76738346303762
"7425","BIODIV","Africa_Eastern",2065,"NZ","c) Forests (Harvested)",156.821227,"Land Use by Type",21.4094432922775,-9.12878869282163,-2.15076129210473
"7426","BIODIV30","Africa_Eastern",2065,"NZ","c) Forests (Harvested)",157.043073,"Land Use by Type",21.5811942718603,-8.39980105195624,-1.97901031252199
"7427","CURRENT","Africa_Eastern",2065,"NZ","c) Forests (Harvested)",159.599306,"Land Use by Type",23.5602045843823,NA,NA
"7428","UNIFORM30","Africa_Eastern",2065,"NZ","c) Forests (Harvested)",155.55408,"Land Use by Type",20.4284306144499,-13.2926433584891,-3.13177396993233
"7429","BIODIV","Africa_Northern",2065,"NZ","c) Forests (Harvested)",30.2096587,"Land Use by Type",4.33711528047303,-3.95052521639114,-0.178386017419723
"7430","BIODIV30","Africa_Northern",2065,"NZ","c) Forests (Harvested)",30.2283798,"Land Use by Type",4.40177359350712,-2.51860639346298,-0.113727704385631
"7431","CURRENT","Africa_Northern",2065,"NZ","c) Forests (Harvested)",30.2613084,"Land Use by Type",4.51550129789275,NA,NA
"7432","UNIFORM30","Africa_Northern",2065,"NZ","c) Forests (Harvested)",30.236352,"Land Use by Type",4.42930771293227,-1.90883756363236,-0.0861935849604833
"7433","BIODIV","Africa_Southern",2065,"NZ","c) Forests (Harvested)",238.257482,"Land Use by Type",-7.21851008183023,17.7698855288591,-1.08917570282944
"7434","BIODIV30","Africa_Southern",2065,"NZ","c) Forests (Harvested)",238.652761,"Land Use by Type",-7.06458175922098,15.2585472155732,-0.935247380220197
"7435","CURRENT","Africa_Southern",2065,"NZ","c) Forests (Harvested)",241.054422,"Land Use by Type",-6.12933437900079,NA,NA
"7436","UNIFORM30","Africa_Southern",2065,"NZ","c) Forests (Harvested)",237.607767,"Land Use by Type",-7.47152008267539,21.8977399613399,-1.3421857036746
"7437","BIODIV","Africa_Western",2065,"NZ","c) Forests (Harvested)",426.210788,"Land Use by Type",-1.89821075589105,376.912743294582,-1.50019019917915
"7438","BIODIV30","Africa_Western",2065,"NZ","c) Forests (Harvested)",426.463753,"Land Use by Type",-1.83998529606027,362.28398635002,-1.44196473934837
"7439","CURRENT","Africa_Western",2065,"NZ","c) Forests (Harvested)",432.72848,"Land Use by Type",-0.398020556711898,NA,NA
"7440","UNIFORM30","Africa_Western",2065,"NZ","c) Forests (Harvested)",424.534571,"Land Use by Type",-2.28402897422621,473.846987475957,-1.88600841751432
"7441","BIODIV","Argentina",2065,"NZ","c) Forests (Harvested)",44.377582,"Land Use by Type",14.8499658745285,-0.709075619735914,-0.10604945840983
"7442","BIODIV30","Argentina",2065,"NZ","c) Forests (Harvested)",44.3695646,"Land Use by Type",14.8292167017502,-0.847810251363452,-0.126798631188141
"7443","CURRENT","Argentina",2065,"NZ","c) Forests (Harvested)",44.4185591,"Land Use by Type",14.9560153329384,NA,NA
"7444","UNIFORM30","Argentina",2065,"NZ","c) Forests (Harvested)",44.060378,"Land Use by Type",14.0290363210602,-6.19803464520804,-0.926979011878146
"7445","BIODIV","Australia_NZ",2065,"NZ","c) Forests (Harvested)",149.8325986,"Land Use by Type",53.318018510668,4.65576747578671,2.37193135593596
"7446","BIODIV30","Australia_NZ",2065,"NZ","c) Forests (Harvested)",149.4333767,"Land Use by Type",52.9095098735225,3.8539225060153,1.96342271879039
"7447","CURRENT","Australia_NZ",2065,"NZ","c) Forests (Harvested)",147.514589,"Land Use by Type",50.9460871547321,NA,NA
"7448","UNIFORM30","Australia_NZ",2065,"NZ","c) Forests (Harvested)",149.5727329,"Land Use by Type",53.0521077904699,4.13382215074036,2.1060206357378
"7449","BIODIV","Brazil",2065,"NZ","c) Forests (Harvested)",203.882148,"Land Use by Type",-37.5642971791284,1.14234129389637,-0.424265913710883
"7450","BIODIV30","Brazil",2065,"NZ","c) Forests (Harvested)",202.6392422,"Land Use by Type",-37.9449175420409,2.16716639485662,-0.804886276623364
"7451","CURRENT","Brazil",2065,"NZ","c) Forests (Harvested)",205.2675772,"Land Use by Type",-37.1400312654176,NA,NA
"7452","UNIFORM30","Brazil",2065,"NZ","c) Forests (Harvested)",201.2825977,"Land Use by Type",-38.360368593869,3.28577356257576,-1.22033732845146
"7453","BIODIV","Canada",2065,"NZ","c) Forests (Harvested)",479.4660772,"Land Use by Type",-3.22989460512601,-45.5177883722286,2.69845248032825
"7454","BIODIV30","Canada",2065,"NZ","c) Forests (Harvested)",460.156428,"Land Use by Type",-7.12713963888175,20.2213624834625,-1.19879255342749
"7455","CURRENT","Canada",2065,"NZ","c) Forests (Harvested)",466.096076,"Land Use by Type",-5.92834708545426,NA,NA
"7456","UNIFORM30","Canada",2065,"NZ","c) Forests (Harvested)",459.733796,"Land Use by Type",-7.21243898565116,21.6602010929409,-1.28409190019689
"7457","BIODIV","Central America and Caribbean",2065,"NZ","c) Forests (Harvested)",116.995279,"Land Use by Type",2.53148084481286,-63.2772561194211,-4.36201505801281
"7458","BIODIV30","Central America and Caribbean",2065,"NZ","c) Forests (Harvested)",118.565705,"Land Use by Type",3.90775948369023,-43.3123695324397,-2.98573641913545
"7459","CURRENT","Central America and Caribbean",2065,"NZ","c) Forests (Harvested)",121.97263,"Land Use by Type",6.89349590282568,NA,NA
"7460","UNIFORM30","Central America and Caribbean",2065,"NZ","c) Forests (Harvested)",118.77468,"Land Use by Type",4.09089949064336,-40.6556622603273,-2.80259641218231
"7461","BIODIV","Central Asia",2065,"NZ","c) Forests (Harvested)",29.05200534,"Land Use by Type",66.6633804216977,-3.67493422650147,-2.54329998530235
"7462","BIODIV30","Central Asia",2065,"NZ","c) Forests (Harvested)",29.02628882,"Land Use by Type",66.5158518051454,-3.88810528987969,-2.6908286018547
"7463","CURRENT","Central Asia",2065,"NZ","c) Forests (Harvested)",29.49534187,"Land Use by Type",69.2066804070001,NA,NA
"7464","UNIFORM30","Central Asia",2065,"NZ","c) Forests (Harvested)",28.3207076,"Land Use by Type",62.4681260144112,-9.736855391647,-6.7385543925889
"7465","BIODIV","China",2065,"NZ","c) Forests (Harvested)",1322.765369,"Land Use by Type",-5.73801915817315,53.3271271905659,-1.99568128012661
"7466","BIODIV30","China",2065,"NZ","c) Forests (Harvested)",1324.514781,"Land Use by Type",-5.61335378342637,49.9959107475478,-1.87101590537982
"7467","CURRENT","China",2065,"NZ","c) Forests (Harvested)",1350.770489,"Land Use by Type",-3.74233787804655,NA,NA
"7468","UNIFORM30","China",2065,"NZ","c) Forests (Harvested)",1287.731617,"Land Use by Type",-8.23456989743077,120.038119640045,-4.49223201938422
"7469","BIODIV","Colombia",2065,"NZ","c) Forests (Harvested)",18.56309,"Land Use by Type",23.0117216090515,-6.84488880006546,-1.69086455357193
"7470","BIODIV30","Colombia",2065,"NZ","c) Forests (Harvested)",18.77961,"Land Use by Type",24.4465311134385,-1.03655158815855,-0.256055049184909
"7471","CURRENT","Colombia",2065,"NZ","c) Forests (Harvested)",18.81825,"Land Use by Type",24.7025861626234,NA,NA
"7472","UNIFORM30","Colombia",2065,"NZ","c) Forests (Harvested)",18.46387,"Land Use by Type",22.3542220754044,-9.5065515479197,-2.34836408721907
"7473","BIODIV","EU-12",2065,"NZ","c) Forests (Harvested)",342.2189825,"Land Use by Type",4.44613015108635,-61.8996030583495,-7.22338121357331
"7474","BIODIV30","EU-12",2065,"NZ","c) Forests (Harvested)",342.6757783,"Land Use by Type",4.58554542615594,-60.7049062907385,-7.08396593850373
"7475","CURRENT","EU-12",2065,"NZ","c) Forests (Harvested)",365.8864766,"Land Use by Type",11.6695113646597,NA,NA
"7476","UNIFORM30","EU-12",2065,"NZ","c) Forests (Harvested)",346.1116103,"Land Use by Type",5.63417035522242,-51.7188836862087,-6.03534100943724
"7477","BIODIV","EU-15",2065,"NZ","c) Forests (Harvested)",887.75538,"Land Use by Type",-6.17335425440832,11981.1926036233,-6.12225537322207
"7478","BIODIV30","EU-15",2065,"NZ","c) Forests (Harvested)",890.54483,"Land Use by Type",-5.87853797633063,11404.2400926611,-5.82743909514437
"7479","CURRENT","EU-15",2065,"NZ","c) Forests (Harvested)",945.68205,"Land Use by Type",-0.0510988811862535,NA,NA
"7480","UNIFORM30","EU-15",2065,"NZ","c) Forests (Harvested)",896.80009,"Land Use by Type",-5.21742109966742,10110.4409696364,-5.16632221848116
"7481","BIODIV","Europe_Eastern",2065,"NZ","c) Forests (Harvested)",154.4652077,"Land Use by Type",69.0504965734693,-1.87449057608537,-1.31907091092704
"7482","BIODIV30","Europe_Eastern",2065,"NZ","c) Forests (Harvested)",154.5626337,"Land Use by Type",69.1571219677856,-1.72296855011873,-1.21244551661073
"7483","CURRENT","Europe_Eastern",2065,"NZ","c) Forests (Harvested)",155.6704722,"Land Use by Type",70.3695674843963,NA,NA
"7484","UNIFORM30","Europe_Eastern",2065,"NZ","c) Forests (Harvested)",152.4319975,"Land Use by Type",66.8253016634556,-5.03664573713149,-3.54426582094071
"7485","BIODIV","Europe_Non_EU",2065,"NZ","c) Forests (Harvested)",171.94672,"Land Use by Type",26.4941472811332,-12.8501922833074,-3.90654776946361
"7486","BIODIV30","Europe_Non_EU",2065,"NZ","c) Forests (Harvested)",172.12978,"Land Use by Type",26.6288170125551,-12.4072098738664,-3.77187803804166
"7487","CURRENT","Europe_Non_EU",2065,"NZ","c) Forests (Harvested)",177.25699,"Land Use by Type",30.4006950505968,NA,NA
"7488","UNIFORM30","Europe_Non_EU",2065,"NZ","c) Forests (Harvested)",169.2232,"Land Use by Type",24.4905653575983,-19.4407716111822,-5.91012969299848
"7489","BIODIV","European Free Trade Association",2065,"NZ","c) Forests (Harvested)",64.867547,"Land Use by Type",33.7973785600398,-26.9104637295075,-12.4436845039824
"7490","BIODIV30","European Free Trade Association",2065,"NZ","c) Forests (Harvested)",65.164218,"Land Use by Type",34.4092993729971,-25.5871359934862,-11.8317636910251
