"","Availability","region","year","policy","agg.land","value","title","percent_change","diff_percent_diff_from_currchange","diff_percent_change"
"1361","BIODIV","Mexico",2045,"NZ","a) Bioenergy crops",42.893983151,"Land Use by Type",357.144274791875,-2.47771755278397,-9.07385077873954
"1362","BIODIV30","Mexico",2045,"NZ","a) Bioenergy crops",43.161456351,"Land Use by Type",359.994880705758,-1.6993273763169,-6.22324486485599
"1363","CURRENT","Mexico",2045,"NZ","a) Bioenergy crops",43.745385266,"Land Use by Type",366.218125570614,NA,NA
"1364","UNIFORM30","Mexico",2045,"NZ","a) Bioenergy crops",41.719008962,"Land Use by Type",344.621942192482,-5.89708205853624,-21.5961833781324
"1365","BIODIV","Middle East",2045,"NZ","a) Bioenergy crops",29.192474387,"Land Use by Type",700.500216970588,0.860785059689108,5.97834054851364
"1366","BIODIV30","Middle East",2045,"NZ","a) Bioenergy crops",29.068354313,"Land Use by Type",697.09666354616,0.370728008936142,2.57478712408556
"1367","CURRENT","Middle East",2045,"NZ","a) Bioenergy crops",28.974457515,"Land Use by Type",694.521876422074,NA,NA
"1368","UNIFORM30","Middle East",2045,"NZ","a) Bioenergy crops",28.633678577,"Land Use by Type",685.177221008778,-1.34548035569983,-9.34465541329678
"1369","BIODIV","Pakistan",2045,"NZ","a) Bioenergy crops",1.545736516,"Land Use by Type",427.647425396387,2.83433584656075,11.786884385571
"1370","BIODIV30","Pakistan",2045,"NZ","a) Bioenergy crops",1.534798541,"Land Use by Type",423.913674988047,1.93649870162176,8.0531339772316
"1371","CURRENT","Pakistan",2045,"NZ","a) Bioenergy crops",1.511206986,"Land Use by Type",415.860541010816,NA,NA
"1372","UNIFORM30","Pakistan",2045,"NZ","a) Bioenergy crops",1.487198231,"Land Use by Type",407.664993042844,-1.97074431444027,-8.19554796797121
"1373","BIODIV","Russia",2045,"NZ","a) Bioenergy crops",363.769964469785,"Land Use by Type",231.681447572166,-9.4687124737419,-24.2316780474913
"1374","BIODIV30","Russia",2045,"NZ","a) Bioenergy crops",361.601623771088,"Land Use by Type",229.704378402033,-10.2412672871558,-26.2087472176239
"1375","CURRENT","Russia",2045,"NZ","a) Bioenergy crops",390.345935863124,"Land Use by Type",255.913125619657,NA,NA
"1376","UNIFORM30","Russia",2045,"NZ","a) Bioenergy crops",359.798215128913,"Land Use by Type",228.060050262208,-10.8838010125532,-27.8530753574488
"1377","BIODIV","South Africa",2045,"NZ","a) Bioenergy crops",5.380094278,"Land Use by Type",281.575253934374,0.505341135219336,1.41576116120467
"1378","BIODIV30","South Africa",2045,"NZ","a) Bioenergy crops",5.351658715,"Land Use by Type",279.558503555694,-0.214516813807265,-0.600989217475615
"1379","CURRENT","South Africa",2045,"NZ","a) Bioenergy crops",5.360132479,"Land Use by Type",280.15949277317,NA,NA
"1380","UNIFORM30","South Africa",2045,"NZ","a) Bioenergy crops",5.30039518,"Land Use by Type",275.922712921841,-1.51227424399961,-4.23677985132855
"1381","BIODIV","South America_Northern",2045,"NZ","a) Bioenergy crops",3.412051307951,"Land Use by Type",191.933589366029,-52.7313851251011,-214.115096160298
"1382","BIODIV30","South America_Northern",2045,"NZ","a) Bioenergy crops",5.547224912703,"Land Use by Type",374.618091472526,-7.74059741458326,-31.4305940538002
"1383","CURRENT","South America_Northern",2045,"NZ","a) Bioenergy crops",5.914578322716,"Land Use by Type",406.048685526327,NA,NA
"1384","UNIFORM30","South America_Northern",2045,"NZ","a) Bioenergy crops",5.836602928921,"Land Use by Type",399.377145582083,-1.64303941425052,-6.6715399442437
"1385","BIODIV","South America_Southern",2045,"NZ","a) Bioenergy crops",34.9401096240267,"Land Use by Type",221.596598819912,-13.887490729056,-35.7372086559352
"1386","BIODIV30","South America_Southern",2045,"NZ","a) Bioenergy crops",36.2283953663014,"Land Use by Type",233.454269487861,-9.27959610990016,-23.8795379879867
"1387","CURRENT","South America_Southern",2045,"NZ","a) Bioenergy crops",38.8228061223013,"Land Use by Type",257.333807475847,NA,NA
"1388","UNIFORM30","South America_Southern",2045,"NZ","a) Bioenergy crops",35.9118761458549,"Land Use by Type",230.540955653072,-10.4117107991302,-26.7928518227758
"1389","BIODIV","South Asia",2045,"NZ","a) Bioenergy crops",4.581385483,"Land Use by Type",351.719751388642,-4.32730493193394,-15.9083907248544
"1390","BIODIV30","South Asia",2045,"NZ","a) Bioenergy crops",4.563031707,"Land Use by Type",349.910088533917,-4.8195585565671,-17.7180535795797
"1391","CURRENT","South Asia",2045,"NZ","a) Bioenergy crops",4.742729923,"Land Use by Type",367.628142113496,NA,NA
"1392","UNIFORM30","South Asia",2045,"NZ","a) Bioenergy crops",4.407543329,"Land Use by Type",334.579099313601,-8.98980219792104,-33.0490427998953
"1393","BIODIV","South Korea",2045,"NZ","a) Bioenergy crops",3.73779856,"Land Use by Type",178.600360977599,-6.70855228166265,-12.8430835670967
"1394","BIODIV30","South Korea",2045,"NZ","a) Bioenergy crops",3.73194943,"Land Use by Type",178.164390525139,-6.93628034699083,-13.279054019556
"1395","CURRENT","South Korea",2045,"NZ","a) Bioenergy crops",3.9101058,"Land Use by Type",191.443444544695,NA,NA
"1396","UNIFORM30","South Korea",2045,"NZ","a) Bioenergy crops",3.6326211,"Land Use by Type",170.760859235507,-10.8034962275031,-20.6825853091882
"1397","BIODIV","Southeast Asia",2045,"NZ","a) Bioenergy crops",43.70809370799,"Land Use by Type",176.870824938216,-9.07421485931442,-17.6513611111553
"1398","BIODIV30","Southeast Asia",2045,"NZ","a) Bioenergy crops",43.73671924765,"Land Use by Type",177.052154667051,-8.98099684006545,-17.4700313823203
"1399","CURRENT","Southeast Asia",2045,"NZ","a) Bioenergy crops",46.49461823867,"Land Use by Type",194.522186049371,NA,NA
"1400","UNIFORM30","Southeast Asia",2045,"NZ","a) Bioenergy crops",40.44681477316,"Land Use by Type",156.212111358242,-19.6944500106561,-38.3100746911288
"1401","BIODIV","Taiwan",2045,"NZ","a) Bioenergy crops",0.4776659658,"Land Use by Type",744.800352772166,-2.62256753288475,-20.058951793795
"1402","BIODIV30","Taiwan",2045,"NZ","a) Bioenergy crops",0.4753422592,"Land Use by Type",740.690643695173,-3.15988322643252,-24.1686608707881
"1403","CURRENT","Taiwan",2045,"NZ","a) Bioenergy crops",0.4890076734,"Land Use by Type",764.859304565961,NA,NA
"1404","UNIFORM30","Taiwan",2045,"NZ","a) Bioenergy crops",0.4640126907,"Land Use by Type",720.653161121914,-5.77964380901833,-44.2061434440471
"1405","BIODIV","USA",2045,"NZ","a) Bioenergy crops",192.2593300147,"Land Use by Type",216.677168824752,-1.89551506643925,-4.18650419844582
"1406","BIODIV30","USA",2045,"NZ","a) Bioenergy crops",191.7260880282,"Land Use by Type",215.798847015504,-2.29319106142087,-5.06482600769377
"1407","CURRENT","USA",2045,"NZ","a) Bioenergy crops",194.8010178013,"Land Use by Type",220.863673023198,NA,NA
"1408","UNIFORM30","USA",2045,"NZ","a) Bioenergy crops",183.1938568534,"Land Use by Type",201.74510610219,-8.65627500408357,-19.1185669210079
"1409","BIODIV","Africa_Eastern",2050,"NZ","a) Bioenergy crops",94.14730160119,"Land Use by Type",162.435033780965,-2.38828620040372,-3.97433191714737
"1410","BIODIV30","Africa_Eastern",2050,"NZ","a) Bioenergy crops",93.789102661765,"Land Use by Type",161.436556403817,-2.98829892983099,-4.97280929429525
"1411","CURRENT","Africa_Eastern",2050,"NZ","a) Bioenergy crops",95.57307399246,"Land Use by Type",166.409365698112,NA,NA
"1412","UNIFORM30","Africa_Eastern",2050,"NZ","a) Bioenergy crops",86.967234266468,"Land Use by Type",142.420639512722,-14.4154904291316,-23.98872618539
"1413","BIODIV","Africa_Northern",2050,"NZ","a) Bioenergy crops",6.68366867068,"Land Use by Type",574.947904559453,-0.452533244824098,-2.61365808027017
"1414","BIODIV30","Africa_Northern",2050,"NZ","a) Bioenergy crops",6.65897062364,"Land Use by Type",572.453781059662,-0.884370067273218,-5.1077815800611
"1415","CURRENT","Africa_Northern",2050,"NZ","a) Bioenergy crops",6.70955040838,"Land Use by Type",577.561562639723,NA,NA
"1416","UNIFORM30","Africa_Northern",2050,"NZ","a) Bioenergy crops",6.57645130713,"Land Use by Type",564.120597218812,-2.32719181648434,-13.4409654209106
"1417","BIODIV","Africa_Southern",2050,"NZ","a) Bioenergy crops",81.9084716194,"Land Use by Type",182.557987458034,-3.95078850662872,-7.50915064713726
"1418","BIODIV30","Africa_Southern",2050,"NZ","a) Bioenergy crops",81.5596407392,"Land Use by Type",181.354632670381,-4.58390941308808,-8.71250543479007
"1419","CURRENT","Africa_Southern",2050,"NZ","a) Bioenergy crops",84.0852391502,"Land Use by Type",190.067138105171,NA,NA
"1420","UNIFORM30","Africa_Southern",2050,"NZ","a) Bioenergy crops",81.0314954145,"Land Use by Type",179.532700493133,-5.54248236547292,-10.5344376120382
"1421","BIODIV","Africa_Western",2050,"NZ","a) Bioenergy crops",386.51446369084,"Land Use by Type",175.31689542015,-4.91689671014103,-9.06591220204118
"1422","BIODIV30","Africa_Western",2050,"NZ","a) Bioenergy crops",387.06247145667,"Land Use by Type",175.707245098953,-4.70519059510948,-8.67556252323814
"1423","CURRENT","Africa_Western",2050,"NZ","a) Bioenergy crops",399.24200148794,"Land Use by Type",184.382807622191,NA,NA
"1424","UNIFORM30","Africa_Western",2050,"NZ","a) Bioenergy crops",371.61872798367,"Land Use by Type",164.706561020925,-10.6714106673027,-19.6762466012667
"1425","BIODIV","Argentina",2050,"NZ","a) Bioenergy crops",27.04595400681,"Land Use by Type",419.394459638174,-4.47301709518432,-19.6379968312866
"1426","BIODIV30","Argentina",2050,"NZ","a) Bioenergy crops",26.90798446333,"Land Use by Type",416.744872329689,-5.07652311608132,-22.2875841397719
"1427","CURRENT","Argentina",2050,"NZ","a) Bioenergy crops",28.06854550587,"Land Use by Type",439.032456469461,NA,NA
"1428","UNIFORM30","Argentina",2050,"NZ","a) Bioenergy crops",25.89795031369,"Land Use by Type",397.348028674765,-9.49461188585175,-41.6844277946963
"1429","BIODIV","Australia_NZ",2050,"NZ","a) Bioenergy crops",40.594897321,"Land Use by Type",309.262216014126,-1.75308212412432,-5.51836204415491
"1430","BIODIV30","Australia_NZ",2050,"NZ","a) Bioenergy crops",40.551266964,"Land Use by Type",308.822351455531,-1.89281900411488,-5.95822660274979
"1431","CURRENT","Australia_NZ",2050,"NZ","a) Bioenergy crops",41.1422660538,"Land Use by Type",314.780578058281,NA,NA
"1432","UNIFORM30","Australia_NZ",2050,"NZ","a) Bioenergy crops",41.0528416692,"Land Use by Type",313.879035642304,-0.28640344380131,-0.901542415976564
"1433","BIODIV","Brazil",2050,"NZ","a) Bioenergy crops",56.35997857352,"Land Use by Type",143.804031869403,-29.2063163571932,-59.3271296547998
"1434","BIODIV30","Brazil",2050,"NZ","a) Bioenergy crops",67.4431470392,"Land Use by Type",191.748002506222,-5.60384676214444,-11.3831590179804
"1435","CURRENT","Brazil",2050,"NZ","a) Bioenergy crops",70.074582596,"Land Use by Type",203.131161524203,NA,NA
"1436","UNIFORM30","Brazil",2050,"NZ","a) Bioenergy crops",64.0052445274,"Land Use by Type",176.876199592788,-12.9251276536844,-26.2549619314151
"1437","BIODIV","Canada",2050,"NZ","a) Bioenergy crops",136.88303097021,"Land Use by Type",140.603753793798,-53.8720404451949,-164.208674830419
"1438","BIODIV30","Canada",2050,"NZ","a) Bioenergy crops",194.90320601896,"Land Use by Type",242.587701793464,-20.4141042120911,-62.2247268307535
"1439","CURRENT","Canada",2050,"NZ","a) Bioenergy crops",230.30377261688,"Land Use by Type",304.812428624217,NA,NA
"1440","UNIFORM30","Canada",2050,"NZ","a) Bioenergy crops",203.82843889607,"Land Use by Type",258.275873793277,-15.2672760231544,-46.5365548309397
"1441","BIODIV","Central America and Caribbean",2050,"NZ","a) Bioenergy crops",24.5100636804,"Land Use by Type",199.238876082299,-9.82399490266418,-21.7055712429521
"1442","BIODIV30","Central America and Caribbean",2050,"NZ","a) Bioenergy crops",25.0797959309,"Land Use by Type",206.194632727019,-6.67580234615214,-14.749814598232
"1443","CURRENT","Central America and Caribbean",2050,"NZ","a) Bioenergy crops",26.2879240318,"Land Use by Type",220.944447325251,NA,NA
"1444","UNIFORM30","Central America and Caribbean",2050,"NZ","a) Bioenergy crops",25.3667997164,"Land Use by Type",209.698609351652,-5.08989391213082,-11.245837973599
"1445","BIODIV","Central Asia",2050,"NZ","a) Bioenergy crops",37.88127540647,"Land Use by Type",579.616785032005,1.96295075126528,11.1585550951743
"1446","BIODIV30","Central Asia",2050,"NZ","a) Bioenergy crops",37.63229443869,"Land Use by Type",575.149890951984,1.177159668512,6.6916610151535
"1447","CURRENT","Central Asia",2050,"NZ","a) Bioenergy crops",37.25930680886,"Land Use by Type",568.45822993683,NA,NA
"1448","UNIFORM30","Central Asia",2050,"NZ","a) Bioenergy crops",36.96144967679,"Land Use by Type",563.114463014408,-0.940045660525699,-5.34376692242245
"1449","BIODIV","China",2050,"NZ","a) Bioenergy crops",159.937127867929,"Land Use by Type",530.410110415516,-0.0275578340703654,-0.146209830383214
"1450","BIODIV30","China",2050,"NZ","a) Bioenergy crops",159.323974362221,"Land Use by Type",527.993297169037,-0.48308218733017,-2.56302307686235
"1451","CURRENT","China",2050,"NZ","a) Bioenergy crops",159.97422178497,"Land Use by Type",530.556320245899,NA,NA
"1452","UNIFORM30","China",2050,"NZ","a) Bioenergy crops",153.914271844402,"Land Use by Type",506.670348538938,-4.50206147688345,-23.885971706961
"1453","BIODIV","Colombia",2050,"NZ","a) Bioenergy crops",8.3390153719,"Land Use by Type",362.109882040517,-1.04724525008546,-3.83231224774227
"1454","BIODIV30","Colombia",2050,"NZ","a) Bioenergy crops",8.4384643396,"Land Use by Type",367.620886479693,0.458731520342625,1.6786921914337
"1455","CURRENT","Colombia",2050,"NZ","a) Bioenergy crops",8.4081714579,"Land Use by Type",365.942194288259,NA,NA
"1456","UNIFORM30","Colombia",2050,"NZ","a) Bioenergy crops",8.2723476734,"Land Use by Type",358.415464784307,-2.05680832148682,-7.52672950395237
"1457","BIODIV","EU-12",2050,"NZ","a) Bioenergy crops",97.901719829294,"Land Use by Type",136.012115730597,-8.08535792372933,-11.9644336615383
"1458","BIODIV30","EU-12",2050,"NZ","a) Bioenergy crops",97.770400525538,"Land Use by Type",135.695543695195,-8.2992918454909,-12.2810056969403
"1459","CURRENT","EU-12",2050,"NZ","a) Bioenergy crops",102.864764326489,"Land Use by Type",147.976549392135,NA,NA
"1460","UNIFORM30","EU-12",2050,"NZ","a) Bioenergy crops",98.858585947162,"Land Use by Type",138.318837178828,-6.52651535191183,-9.65771221330709
"1461","BIODIV","EU-15",2050,"NZ","a) Bioenergy crops",382.6087830578,"Land Use by Type",89.2213664101094,-7.30518262727951,-7.03144355159047
"1462","BIODIV30","EU-15",2050,"NZ","a) Bioenergy crops",382.60867609432,"Land Use by Type",89.2213135107074,-7.30523758609273,-7.03149645099252
"1463","CURRENT","EU-15",2050,"NZ","a) Bioenergy crops",396.8264800941,"Land Use by Type",96.2528099616999,NA,NA
"1464","UNIFORM30","EU-15",2050,"NZ","a) Bioenergy crops",387.84422334343,"Land Use by Type",91.8105834079215,-4.61516557859038,-4.4422265537784
"1465","BIODIV","Europe_Eastern",2050,"NZ","a) Bioenergy crops",70.670990650183,"Land Use by Type",297.341707431653,-2.9224884750645,-8.95138018553138
"1466","BIODIV30","Europe_Eastern",2050,"NZ","a) Bioenergy crops",70.484913413031,"Land Use by Type",296.295503799244,-3.26405793082586,-9.9975838179401
"1467","CURRENT","Europe_Eastern",2050,"NZ","a) Bioenergy crops",72.263078501939,"Land Use by Type",306.293087617184,NA,NA
"1468","UNIFORM30","Europe_Eastern",2050,"NZ","a) Bioenergy crops",64.531058104039,"Land Use by Type",262.82045254397,-14.1931492517219,-43.4726350732144
"1469","BIODIV","Europe_Non_EU",2050,"NZ","a) Bioenergy crops",68.0719684764,"Land Use by Type",198.461226451777,-7.93122645927102,-17.0963603601974
"1470","BIODIV30","Europe_Non_EU",2050,"NZ","a) Bioenergy crops",67.8784490214,"Land Use by Type",197.61274130915,-8.3248498780407,-17.9448455028241
"1471","CURRENT","Europe_Non_EU",2050,"NZ","a) Bioenergy crops",71.9712451675,"Land Use by Type",215.557586811974,NA,NA
"1472","UNIFORM30","Europe_Non_EU",2050,"NZ","a) Bioenergy crops",64.6776482227,"Land Use by Type",183.578845222554,-14.835358876658,-31.97874158942
"1473","BIODIV","European Free Trade Association",2050,"NZ","a) Bioenergy crops",57.97789851862,"Land Use by Type",115.352240149809,-7.89660746190668,-9.88987848561496
"1474","BIODIV30","European Free Trade Association",2050,"NZ","a) Bioenergy crops",57.90133492466,"Land Use by Type",115.067853480156,-8.12367697554303,-10.1742651552683
"1475","CURRENT","European Free Trade Association",2050,"NZ","a) Bioenergy crops",60.64048689384,"Land Use by Type",125.242118635424,NA,NA
"1476","UNIFORM30","European Free Trade Association",2050,"NZ","a) Bioenergy crops",54.30138322133,"Land Use by Type",101.696246651491,-18.8002823973896,-23.5458719839335
"1477","BIODIV","India",2050,"NZ","a) Bioenergy crops",77.9911848444,"Land Use by Type",188.736382372723,0.0950086982837308,0.17914577601033
"1478","BIODIV30","India",2050,"NZ","a) Bioenergy crops",77.6612944436,"Land Use by Type",187.515073053002,-0.552704082070727,-1.04216354370976
"1479","CURRENT","India",2050,"NZ","a) Bioenergy crops",77.9427954062,"Land Use by Type",188.557236596712,NA,NA
"1480","UNIFORM30","India",2050,"NZ","a) Bioenergy crops",72.3586873346,"Land Use by Type",167.883936574551,-10.9639387993246,-20.6733000221611
"1481","BIODIV","Indonesia",2050,"NZ","a) Bioenergy crops",50.71299024536,"Land Use by Type",778.367188907189,-0.93567276390563,-7.35175818882351
"1482","BIODIV30","Indonesia",2050,"NZ","a) Bioenergy crops",50.8292570308,"Land Use by Type",780.380971352201,-0.679374700526155,-5.33797574381106
"1483","CURRENT","Indonesia",2050,"NZ","a) Bioenergy crops",51.13744785947,"Land Use by Type",785.718947096012,NA,NA
"1484","UNIFORM30","Indonesia",2050,"NZ","a) Bioenergy crops",50.49237276369,"Land Use by Type",774.546014958252,-1.42200110854588,-11.1729321377605
"1485","BIODIV","Japan",2050,"NZ","a) Bioenergy crops",37.8633414598,"Land Use by Type",122.232363031735,-20.9436794214672,-32.3819197191454
"1486","BIODIV30","Japan",2050,"NZ","a) Bioenergy crops",37.7562700952,"Land Use by Type",121.603926093771,-21.3501340689831,-33.0103566571095
"1487","CURRENT","Japan",2050,"NZ","a) Bioenergy crops",43.380484268,"Land Use by Type",154.61428275088,NA,NA
"1488","UNIFORM30","Japan",2050,"NZ","a) Bioenergy crops",42.3862864211,"Land Use by Type",148.779009678845,-3.77408410672989,-5.83527307203542
"1489","BIODIV","Mexico",2050,"NZ","a) Bioenergy crops",51.438724713,"Land Use by Type",448.210186551422,-3.6303815792796,-16.8847198065889
